Price,Store ID,UPC,Banner,Region
8.06,66999,832037986,Walmart,Northern California
51.35,66999,887149013,Walmart,Northern California
21.36,66999,130186387,Walmart,Northern California
34.27,66999,107865183,Walmart,Northern California
8.44,66999,16729338,Walmart,Northern California
31.15,66999,909199429,Walmart,Northern California
18.51,66999,726593797,Walmart,Northern California
48.62,66999,275219414,Walmart,Northern California
58.06,66999,857067649,Walmart,Northern California
53.46,66999,681789308,Walmart,Northern California
14.6,66999,762977091,Walmart,Northern California
42.61,66999,479749486,Walmart,Northern California
54.23,66999,702065059,Walmart,Northern California
60.43,66999,616240709,Walmart,Northern California
27.97,66999,685715810,Walmart,Northern California
27.47,66999,57714338,Walmart,Northern California
51.62,66999,565229692,Walmart,Northern California
12.34,66999,98164748,Walmart,Northern California
59.86,66999,445250129,Walmart,Northern California
51.04,66999,971923169,Walmart,Northern California
39.95,66999,387431034,Walmart,Northern California
28.33,66999,641131808,Walmart,Northern California
54.02,66999,845893087,Walmart,Northern California
59.97,66999,236677062,Walmart,Northern California
26.42,66999,376153383,Walmart,Northern California
36.65,66999,542244776,Walmart,Northern California
50.4,66999,494020899,Walmart,Northern California
35.25,66999,182310151,Walmart,Northern California
5.51,66999,68034486,Walmart,Northern California
16.03,66999,919110708,Walmart,Northern California
63.07,66999,768879663,Walmart,Northern California
23.07,66999,827352822,Walmart,Northern California
12.44,66999,555531366,Walmart,Northern California
58.33,66999,899819893,Walmart,Northern California
20.2,66999,744486125,Walmart,Northern California
31.34,66999,364526351,Walmart,Northern California
7.66,66999,744228999,Walmart,Northern California
36.36,66999,637601085,Walmart,Northern California
63.07,66999,676268953,Walmart,Northern California
48.2,66999,980113553,Walmart,Northern California
23.4,66999,569684083,Walmart,Northern California
55.56,66999,568256903,Walmart,Northern California
39.37,66999,354716417,Walmart,Northern California
62.86,66999,158953776,Walmart,Northern California
60.84,66999,383815591,Walmart,Northern California
6.73,66999,338863686,Walmart,Northern California
42.83,66999,321130189,Walmart,Northern California
34.22,66999,130358296,Walmart,Northern California
8.83,66999,371889838,Walmart,Northern California
18.92,66999,870721732,Walmart,Northern California
59.22,66999,357064541,Walmart,Northern California
30.2,66999,55833407,Walmart,Northern California
57.13,66999,15052612,Walmart,Northern California
25.11,66999,612864775,Walmart,Northern California
11.45,66999,26791818,Walmart,Northern California
25.92,66999,360754991,Walmart,Northern California
39.6,66999,794251522,Walmart,Northern California
2.85,66999,70848410,Walmart,Northern California
3.17,66999,541222561,Walmart,Northern California
50.63,66999,448330081,Walmart,Northern California
10.93,66999,477240979,Walmart,Northern California
18.02,66999,931390073,Walmart,Northern California
61.61,66999,950498192,Walmart,Northern California
53.8,66999,273984951,Walmart,Northern California
34.63,66999,614172105,Walmart,Northern California
30.14,66999,727229928,Walmart,Northern California
35.21,66999,240879755,Walmart,Northern California
24.11,66999,739054494,Walmart,Northern California
54.97,66999,854689154,Walmart,Northern California
39.44,66999,966176819,Walmart,Northern California
11.74,66999,849299370,Walmart,Northern California
8.71,66999,71726448,Walmart,Northern California
15.62,66999,826771870,Walmart,Northern California
26.03,66999,549109328,Walmart,Northern California
58.24,66999,88576101,Walmart,Northern California
45.94,66999,583333446,Walmart,Northern California
2.8,66999,86858655,Walmart,Northern California
32.7,66999,327660050,Walmart,Northern California
22.57,66999,447858500,Walmart,Northern California
27.31,66999,507203618,Walmart,Northern California
21.87,66999,361981249,Walmart,Northern California
19.14,66999,525505777,Walmart,Northern California
52.54,66999,22976162,Walmart,Northern California
61.55,66999,353626798,Walmart,Northern California
3.73,66999,376311065,Walmart,Northern California
28.97,66999,154602616,Walmart,Northern California
3.35,66999,622287285,Walmart,Northern California
38.53,66999,376851918,Walmart,Northern California
23.37,66999,690451660,Walmart,Northern California
17.11,66999,805082512,Walmart,Northern California
43.72,66999,285195716,Walmart,Northern California
40.3,66999,44276570,Walmart,Northern California
38.76,66999,392781848,Walmart,Northern California
36.72,66999,73544548,Walmart,Northern California
39.67,66999,614290704,Walmart,Northern California
29.12,66999,256779462,Walmart,Northern California
45.24,66999,514730047,Walmart,Northern California
5.26,66999,649976289,Walmart,Northern California
61.81,66999,976976235,Walmart,Northern California
53.77,66999,451469731,Walmart,Northern California
51.5,66999,789649867,Walmart,Northern California
47.16,66999,242743338,Walmart,Northern California
15.51,66999,574169049,Walmart,Northern California
30.54,66999,416414679,Walmart,Northern California
33.64,66999,271202170,Walmart,Northern California
21.97,66999,641206219,Walmart,Northern California
33.17,66999,783399454,Walmart,Northern California
53.87,66999,60912855,Walmart,Northern California
23.9,66999,105664025,Walmart,Northern California
4.66,66999,864128161,Walmart,Northern California
31.93,66999,300970093,Walmart,Northern California
39.44,66999,451026029,Walmart,Northern California
62.51,66999,160430177,Walmart,Northern California
26.71,66999,894764703,Walmart,Northern California
13.96,66999,930355523,Walmart,Northern California
48.05,66999,690392986,Walmart,Northern California
32.26,66999,839680734,Walmart,Northern California
31.62,66999,332493471,Walmart,Northern California
25.32,66999,627807402,Walmart,Northern California
60.73,66999,99830442,Walmart,Northern California
32.23,66999,19911643,Walmart,Northern California
45.22,66999,340260209,Walmart,Northern California
51.7,66999,538783344,Walmart,Northern California
20.17,66999,852479948,Walmart,Northern California
42.9,66999,152181269,Walmart,Northern California
3.14,66999,371212986,Walmart,Northern California
50.51,66999,62563085,Walmart,Northern California
22.2,66999,944430721,Walmart,Northern California
61.84,66999,161076622,Walmart,Northern California
16.45,66999,907400779,Walmart,Northern California
55.06,66999,486230490,Walmart,Northern California
50.55,66999,393028851,Walmart,Northern California
23.83,66999,612017146,Walmart,Northern California
4.94,66999,778682895,Walmart,Northern California
59.3,66999,818139689,Walmart,Northern California
32.96,66999,541553073,Walmart,Northern California
8.51,66999,555173446,Walmart,Northern California
53.8,66999,224558960,Walmart,Northern California
4.55,66999,484526970,Walmart,Northern California
38.17,66999,301161010,Walmart,Northern California
2.05,66999,526328901,Walmart,Northern California
32.41,66999,165559469,Walmart,Northern California
24.57,66999,645331356,Walmart,Northern California
23.34,66999,63494206,Walmart,Northern California
31.26,66999,354630366,Walmart,Northern California
13.81,66999,77045464,Walmart,Northern California
17.55,66999,674159443,Walmart,Northern California
18.54,66999,144575642,Walmart,Northern California
21.14,66999,124052151,Walmart,Northern California
25.12,66999,509056495,Walmart,Northern California
55.64,66999,242277190,Walmart,Northern California
60.69,4698,26959766,Trader Joes,Northern California
33.69,4698,228431403,Trader Joes,Northern California
45.39,4698,947534594,Trader Joes,Northern California
63.99,4698,99830442,Trader Joes,Northern California
50.79,4698,963229417,Trader Joes,Northern California
21.49,4698,543464804,Trader Joes,Northern California
22.79,4698,106365705,Trader Joes,Northern California
3.39,4698,622287285,Trader Joes,Northern California
62.39,4698,357064541,Trader Joes,Northern California
9.59,4698,27595398,Trader Joes,Northern California
28.39,4698,388197861,Trader Joes,Northern California
27.09,4698,473279874,Trader Joes,Northern California
33.69,4698,375916960,Trader Joes,Northern California
44.89,4698,864892235,Trader Joes,Northern California
15.39,4698,978164640,Trader Joes,Northern California
12.89,4698,835966795,Trader Joes,Northern California
5.59,4698,449986246,Trader Joes,Northern California
12.19,4698,62068892,Trader Joes,Northern California
15.39,4698,762977091,Trader Joes,Northern California
30.99,4698,283434497,Trader Joes,Northern California
30.49,4698,654081535,Trader Joes,Northern California
30.09,4698,400625108,Trader Joes,Northern California
25.09,4698,612017146,Trader Joes,Northern California
37.09,4698,182310151,Trader Joes,Northern California
14.39,4698,581030587,Trader Joes,Northern California
48.79,4698,790347148,Trader Joes,Northern California
9.99,4698,526069074,Trader Joes,Northern California
53.19,4698,246582548,Trader Joes,Northern California
34.19,4698,696954302,Trader Joes,Northern California
41.29,4698,883713851,Trader Joes,Northern California
36.09,4698,698510708,Trader Joes,Northern California
55.09,4698,742030365,Trader Joes,Northern California
21.49,4698,554043945,Trader Joes,Northern California
4.69,4698,484526970,Trader Joes,Northern California
45.79,4698,555275616,Trader Joes,Northern California
45.09,4698,995745822,Trader Joes,Northern California
39.59,4698,460807284,Trader Joes,Northern California
59.09,4698,83141336,Trader Joes,Northern California
62.49,4698,987411986,Trader Joes,Northern California
19.49,4698,726593797,Trader Joes,Northern California
5.89,4698,363196884,Trader Joes,Northern California
4.59,4698,822316142,Trader Joes,Northern California
34.99,4698,915191199,Trader Joes,Northern California
32.79,4698,716383928,Trader Joes,Northern California
66.49,4698,421176959,Trader Joes,Northern California
28.59,4698,186497742,Trader Joes,Northern California
23.49,4698,631749882,Trader Joes,Northern California
32.49,4698,535286391,Trader Joes,Northern California
3.39,4698,906234211,Trader Joes,Northern California
26.49,4698,399409590,Trader Joes,Northern California
8.79,4698,737000536,Trader Joes,Northern California
18.09,4698,896974529,Trader Joes,Northern California
64.19,4698,876898615,Trader Joes,Northern California
54.59,4698,269161785,Trader Joes,Northern California
4.89,4698,864128161,Trader Joes,Northern California
65.89,4698,838460068,Trader Joes,Northern California
29.69,4698,488091787,Trader Joes,Northern California
43.39,4698,854985252,Trader Joes,Northern California
16.39,4698,826771870,Trader Joes,Northern California
23.19,4698,58785197,Trader Joes,Northern California
32.09,4698,416414679,Trader Joes,Northern California
26.79,4698,262051609,Trader Joes,Northern California
15.39,4698,251180255,Trader Joes,Northern California
62.19,4698,582451335,Trader Joes,Northern California
52.49,4698,883647960,Trader Joes,Northern California
46.09,4698,332996724,Trader Joes,Northern California
39.39,4698,658435562,Trader Joes,Northern California
41.89,4698,196109651,Trader Joes,Northern California
33.39,4698,327470693,Trader Joes,Northern California
48.69,4698,174429227,Trader Joes,Northern California
53.19,4698,393028851,Trader Joes,Northern California
63.69,4698,881539712,Trader Joes,Northern California
17.99,4698,418444428,Trader Joes,Northern California
14.19,4698,952635660,Trader Joes,Northern California
59.69,4698,305207870,Trader Joes,Northern California
13.49,4698,44385546,Trader Joes,Northern California
8.99,4698,207648093,Trader Joes,Northern California
61.29,4698,88576101,Trader Joes,Northern California
18.39,4698,674159443,Trader Joes,Northern California
22.89,4698,220433295,Trader Joes,Northern California
5.89,4698,886012244,Trader Joes,Northern California
10.19,4698,768628469,Trader Joes,Northern California
19.49,4698,234033889,Trader Joes,Northern California
45.39,4698,112509592,Trader Joes,Northern California
43.89,4698,700660531,Trader Joes,Northern California
60.39,4698,305310988,Trader Joes,Northern California
32.59,4698,16900911,Trader Joes,Northern California
38.09,4698,122484761,Trader Joes,Northern California
57.49,4698,426540728,Trader Joes,Northern California
53.79,4698,337353166,Trader Joes,Northern California
58.69,4698,124091247,Trader Joes,Northern California
36.19,4698,750854309,Trader Joes,Northern California
20.79,4698,441168504,Trader Joes,Northern California
46.19,4698,311513952,Trader Joes,Northern California
6.69,4698,866698043,Trader Joes,Northern California
16.09,4698,325260449,Trader Joes,Northern California
27.39,4698,437637358,Trader Joes,Northern California
30.59,4698,40555797,Trader Joes,Northern California
39.59,4698,860167579,Trader Joes,Northern California
8.89,4698,760445497,Trader Joes,Northern California
63.19,4698,70124770,Trader Joes,Northern California
28.89,4698,894150291,Trader Joes,Northern California
62.79,4698,461128883,Trader Joes,Northern California
37.89,4698,516205909,Trader Joes,Northern California
44.79,4698,312588009,Trader Joes,Northern California
65.19,4698,421428384,Trader Joes,Northern California
11.79,4698,633357974,Trader Joes,Northern California
27.79,4698,376153383,Trader Joes,Northern California
38.69,4698,73544548,Trader Joes,Northern California
57.89,4698,854689154,Trader Joes,Northern California
37.79,4698,842968031,Trader Joes,Northern California
18.09,4698,635609352,Trader Joes,Northern California
21.19,4698,852479948,Trader Joes,Northern California
1.09,4698,278739906,Trader Joes,Northern California
34.49,4698,327660050,Trader Joes,Northern California
41.29,4698,441453292,Trader Joes,Northern California
46.09,4698,187405236,Trader Joes,Northern California
8.39,4698,234070455,Trader Joes,Northern California
65.69,4698,946880003,Trader Joes,Northern California
15.09,4698,437172755,Trader Joes,Northern California
28.49,4698,265291556,Trader Joes,Northern California
17.99,4698,805082512,Trader Joes,Northern California
5.89,4698,861024387,Trader Joes,Northern California
47.59,4698,52851370,Trader Joes,Northern California
14.79,4698,440219593,Trader Joes,Northern California
30.09,4698,714768657,Trader Joes,Northern California
60.19,4698,899956196,Trader Joes,Northern California
62.49,4698,897021614,Trader Joes,Northern California
50.69,4698,904714463,Trader Joes,Northern California
61.69,4698,533704030,Trader Joes,Northern California
3.29,4698,699701113,Trader Joes,Northern California
27.39,4698,859607186,Trader Joes,Northern California
35.09,4698,325885139,Trader Joes,Northern California
47.89,4698,842621232,Trader Joes,Northern California
31.79,4698,472559312,Trader Joes,Northern California
21.89,4698,677674656,Trader Joes,Northern California
27.39,4698,912415151,Trader Joes,Northern California
16.29,4698,574169049,Trader Joes,Northern California
42.59,4698,509419735,Trader Joes,Northern California
9.09,4698,850719150,Trader Joes,Northern California
45.39,4698,541944658,Trader Joes,Northern California
33.89,4698,839680734,Trader Joes,Northern California
6.09,4698,238245641,Trader Joes,Northern California
11.99,4698,708247357,Trader Joes,Northern California
62.39,4698,65837987,Trader Joes,Northern California
57.39,4698,534500231,Trader Joes,Northern California
50.89,4698,325836526,Trader Joes,Northern California
33.99,4698,19911643,Trader Joes,Northern California
44.19,4698,514912132,Trader Joes,Northern California
23.09,4698,641206219,Trader Joes,Northern California
25.29,4698,967167461,Trader Joes,Northern California
37.49,4698,333664376,Trader Joes,Northern California
49.89,4698,298558534,Trader Joes,Northern California
24.59,4698,711957058,Trader Joes,Northern California
50.79,4698,980113553,Trader Joes,Northern California
5.89,4698,16999755,Trader Joes,Northern California
44.89,4698,479749486,Trader Joes,Northern California
16.69,4698,338728090,Trader Joes,Northern California
33.39,4698,332493471,Trader Joes,Northern California
16.49,4698,470692001,Trader Joes,Northern California
3.99,4698,798625113,Trader Joes,Northern California
29.39,4698,654483249,Trader Joes,Northern California
8.89,4698,16729338,Trader Joes,Northern California
2.09,4698,355520088,Trader Joes,Northern California
1.29,4698,372268051,Trader Joes,Northern California
53.79,4698,477539026,Trader Joes,Northern California
62.49,4698,818139689,Trader Joes,Northern California
47.29,4698,783899410,Trader Joes,Northern California
40.69,4698,774342015,Trader Joes,Northern California
12.99,4698,69584995,Trader Joes,Northern California
23.29,4698,435304991,Trader Joes,Northern California
0.69,4698,198082596,Trader Joes,Northern California
23.59,4698,118708197,Trader Joes,Northern California
22.39,4698,127821311,Trader Joes,Northern California
13.09,4698,555531366,Trader Joes,Northern California
10.09,4698,821096485,Trader Joes,Northern California
5.79,4698,846637828,Trader Joes,Northern California
65.39,4698,269567447,Trader Joes,Northern California
60.59,4698,432934258,Trader Joes,Northern California
55.09,4698,685061388,Trader Joes,Northern California
56.29,4698,681789308,Trader Joes,Northern California
30.69,4698,256779462,Trader Joes,Northern California
39.79,4698,291765113,Trader Joes,Northern California
64.09,4698,383815591,Trader Joes,Northern California
3.39,4698,421047592,Trader Joes,Northern California
31.09,4698,503341824,Trader Joes,Northern California
40.89,4698,645118810,Trader Joes,Northern California
33.29,4698,142252924,Trader Joes,Northern California
31.89,4698,45824749,Trader Joes,Northern California
0.99,4698,499640947,Trader Joes,Northern California
39.99,4698,920526931,Trader Joes,Northern California
9.09,4698,489000444,Trader Joes,Northern California
46.09,4698,583814806,Trader Joes,Northern California
43.69,4698,842306029,Trader Joes,Northern California
40.49,4698,998831540,Trader Joes,Northern California
4.89,4698,488377803,Trader Joes,Northern California
50.99,4698,688174297,Trader Joes,Northern California
5.69,4698,659422945,Trader Joes,Northern California
24.69,4698,569684083,Trader Joes,Northern California
62.29,4698,917901226,Trader Joes,Northern California
3.69,4698,924190396,Trader Joes,Northern California
52.49,4698,177925497,Trader Joes,Northern California
58.49,4698,568256903,Trader Joes,Northern California
5.19,4698,778682895,Trader Joes,Northern California
1.49,4698,509116779,Trader Joes,Northern California
15.19,4698,663501723,Trader Joes,Northern California
63.49,4698,945973686,Trader Joes,Northern California
3.49,4698,44053660,Trader Joes,Northern California
62.89,4698,27866264,Trader Joes,Northern California
65.59,4698,492209870,Trader Joes,Northern California
45.39,4698,508453812,Trader Joes,Northern California
49.59,4698,895637329,Trader Joes,Northern California
56.39,4698,200253393,Trader Joes,Northern California
15.19,4698,456975266,Trader Joes,Northern California
27.69,4698,311693284,Trader Joes,Northern California
50.79,4698,764458897,Trader Joes,Northern California
36.29,4698,977134983,Trader Joes,Northern California
10.69,4698,565170341,Trader Joes,Northern California
25.79,4698,700041439,Trader Joes,Northern California
56.79,4698,932170886,Trader Joes,Northern California
32.99,4698,430094535,Trader Joes,Northern California
22.59,4698,912873332,Trader Joes,Northern California
43.69,4698,856365324,Trader Joes,Northern California
50.79,4698,870595943,Trader Joes,Northern California
27.39,4698,549109328,Trader Joes,Northern California
30.49,4698,154602616,Trader Joes,Northern California
37.69,4698,373656227,Trader Joes,Northern California
56.99,4698,534498710,Trader Joes,Northern California
21.69,4698,517769564,Trader Joes,Northern California
5.09,4698,266112120,Trader Joes,Northern California
